geonameid,lat,lon,country_code,name_en,name_zh
3124967,40.00112,3.84144,ES,Ciutadella,
3124971,41.61294,-4.68697,ES,Cistérniga,
3125009,42.07937,-1.80458,ES,Cintruénigo,
3125077,43.35,-3.08333,ES,Zierbena,
3125082,40.15913,-3.62103,ES,Ciempozuelos,
3125144,40.1402,-3.42267,ES,Chinchón,钦琼
3125212,42.60876,-7.77115,ES,Chantada,
3125309,41.39587,1.95917,ES,Cervelló,
3125408,40.74101,-4.05644,ES,Cercedilla,
3125488,42.15303,-7.95513,ES,Celanova,
3125526,42.95466,-9.188,ES,Cee,塞埃
3125537,43.66044,-8.05719,ES,Cedeira,塞德拉
3125621,43.38285,-3.22043,ES,Castro-Urdiales,
3125800,41.81751,3.06742,ES,Castell-Platja d'Aro,
3125897,41.27794,1.97033,ES,Castelldefels,
3125904,41.47534,1.98174,ES,Castellbisbal,比斯瓦尔堡
3125991,41.88784,2.87524,ES,Cassà de la Selva,
3125994,41.23402,-0.03945,ES,Caspe,卡斯佩
3126222,43.2286,-8.35545,ES,Carral,
3126254,42.8233,-9.08913,ES,Carnota,
3126369,43.213,-8.69104,ES,Carballo,
3126466,41.53005,1.68651,ES,Capellades,
3126571,43.3514,-5.12916,ES,Cangas de Onís,坎加斯德奥尼斯
3126572,43.18333,-6.55,ES,Cangas del Narcea,坎加斯德尔纳尔塞亚
3126577,42.26413,-8.78463,ES,Cangas do Morrazo,
3126584,41.59054,2.58116,ES,Canet de Mar,
3126622,40.15521,-5.24045,ES,Candeleda,坎德莱达
3126750,40.33333,-3.38333,ES,Campo Real,
3126888,41.06997,1.05949,ES,Cambrils,坎夫里尔斯
3126890,43.29438,-8.34736,ES,Cambre,
3126899,42.51222,-8.8131,ES,Cambados,
3126913,40.55032,-3.37295,ES,Camarma de Esteruelas,
3126915,43.13115,-9.18172,ES,Camariñas,卡马里尼亚斯
3126974,41.85869,3.07926,ES,Calonge,
3127007,41.61381,2.65423,ES,Calella,
3127034,42.60473,-8.6423,ES,Caldas de Reis,
3127035,41.63333,2.16667,ES,Caldes de Montbui,
3127047,41.35353,-1.64318,ES,Calatayud,卡拉泰乌德
3127065,42.30506,-1.96521,ES,Calahorra,卡拉奥拉
3127066,41.19997,1.5683,ES,Calafell,
3127135,42.60021,-6.72373,ES,Cacabelos,
3127224,43.30824,-4.23571,ES,Cabezón de la Sal,卡韦松德拉萨尔
3127267,40.63376,-3.22937,ES,Cabanillas del Campo,卡瓦尼利亚斯德尔坎波
3127461,42.34106,-3.70184,ES,Burgos,布尔戈斯
3127538,42.32458,-8.78497,ES,Bueu,
3127588,40.40532,-3.9985,ES,Brunete,
3127611,42.54993,-3.32315,ES,Briviesca,布里维耶斯卡
3127889,42.64725,-8.88459,ES,Boiro,
3127958,40.405,-3.87835,ES,Boadilla del Monte,博阿迪利亚德尔蒙特
3127978,41.67419,2.79036,ES,Blanes,
3128015,41.85141,0.29433,ES,Binéfar,
3128026,43.26271,-2.92528,ES,Bilbao,毕尔巴鄂
3128071,43.28042,-8.21467,ES,Betanzos,
3128130,42.83067,-1.66648,ES,Berriozar,
3128174,43.42088,-2.72152,ES,Bermeo,贝尔梅奥
3128190,43.31667,-8.23333,ES,Bergondo,
3128248,43.365,-2.99601,ES,Berango,
3128273,40.4165,0.42709,ES,Benicarló,
3128291,42.00249,-5.67826,ES,Benavente,
3128308,42.61771,-6.41545,ES,Bembibre,本维夫雷
3128382,40.38641,-5.76341,ES,Béjar,贝哈尔
3128398,41.33333,1.93333,ES,Begues,
3128415,40.71699,-3.98858,ES,Becerril de la Sierra,
3128436,43.05017,-2.20087,ES,Beasain,
3128462,42.11667,-8.85,ES,Baiona,
3128760,41.38879,2.15899,ES,Barcelona,巴塞罗那
3128795,42.03565,0.12686,ES,Barbastro,巴尔瓦斯特罗
3128885,42.11667,2.76667,ES,Banyoles,
3128978,41.79117,0.81094,ES,Balaguer,
3129028,41.45004,2.24741,ES,Badalona,巴达洛纳
3129046,40.56566,-3.26753,ES,Azuqueca de Henares,阿苏克卡德埃纳雷斯
3129059,43.18246,-2.26693,ES,Azpeitia,阿斯佩蒂亚
3129071,43.17744,-2.31129,ES,Azkoitia,
3129136,40.65724,-4.69951,ES,Ávila,
3129231,42.45879,-6.05601,ES,Astorga,
3129329,43.30482,-8.50749,ES,Arteixo,
3129406,43.21006,-2.88562,ES,Arrigorriaga,阿里戈里亚加
3129607,41.55336,2.40114,ES,Argentona,
3129644,41.06255,-4.72042,ES,Arévalo,阿雷瓦洛
3129655,43.42995,-8.24254,ES,Ares,
3129678,40.21041,-5.08694,ES,Arenas de San Pedro,阿雷纳斯德圣佩德罗
3129692,43.03414,-2.50456,ES,Aretxabaleta,
3129857,40.03108,-3.60246,ES,Aranjuez,阿兰胡埃斯
3129877,41.67041,-3.6892,ES,Aranda de Duero,杜罗河畔阿兰达
3130067,40.97655,-0.44721,ES,Andorra,
3130070,43.21658,-2.0253,ES,Andoain,
3130124,43.05,-3,ES,Amurrio,阿穆里奥
3130131,40.70995,0.57856,ES,Amposta,
3130137,43.21667,-2.73333,ES,Amorebieta,
3130255,40.65889,-4.02512,ES,Alpedrete,
3130262,40.59368,-3.24529,ES,Alovera,
3130313,41.48648,-2.53088,ES,Almazán,艾爾瑪善鎮
3130354,42.19044,-7.80175,ES,Allariz,
3130383,40.59711,-3.49743,ES,Algete,
3130399,42.18032,-1.75016,ES,Alfaro,
3130422,41.49379,2.29451,ES,Alella,
3130564,40.34582,-3.82487,ES,Alcorcón,阿尔科尔孔
3130583,40.54746,-3.64197,ES,Alcobendas,阿尔科文达斯
3130598,41.56667,0.51667,ES,Alcarràs,
3130606,41.05,-0.13333,ES,Alcañiz,阿尔卡尼伊斯
3130616,40.48205,-3.35996,ES,Alcalá de Henares,埃纳雷斯堡
3130619,40.3,0.23333,ES,Alcalà de Xivert,
3130739,41.76964,-1.11906,ES,Alagón,阿拉贡
3130824,42.79452,-4.25892,ES,Aguilar de Campoo,
3130911,41.78686,1.09683,ES,Agramunt,
3131093,43.21667,-8.28333,ES,Abegondo,
6362987,35.88919,-5.32042,ES,Ceuta,
6544409,36.34375,-5.8128,ES,Benalup-Casas Viejas,
6559502,38.84305,-0.11707,ES,Pego,佩戈
6559503,38.58055,-0.10321,ES,l'Alfàs del Pi,
6559504,40.71944,0.70835,ES,Deltebre,
6559641,37.13548,-3.67029,ES,Las Gabias,
6692471,28.38487,-16.58275,ES,Los Realejos,洛斯雷亚莱霍斯
6693088,43.3253,-1.92707,ES,Pasaia,帕赛阿
6697035,38.18382,-3.31598,ES,Navas de San Juan,
6697039,43.2397,-2.8858,ES,Basauri,巴绍里
7115111,43.53554,-5.88893,ES,Corvera de Asturias,科尔韦拉德阿斯图里亚斯
7577022,40.60092,-3.70806,ES,Tres Cantos,特雷斯坎托斯
9883562,38.68269,-7.10046,ES,Olivenza,奥利文萨
11593422,42.81292,-1.59815,ES,Sarriguren,
331180,13.49667,39.47528,ET,Mek'ele,默克萊
333795,9.35,42.8,ET,Jijiga,吉吉加
334609,7.54978,37.85374,ET,Hosa’ina,
335035,9.31387,42.11815,ET,Harar,哈勒尔
336760,6.71667,37.56667,ET,Gasuba,
337405,8.25,34.58333,ET,Gambēla,
338832,9.59306,41.86611,ET,Dire Dawa,
341742,7.28889,36.24167,ET,Bonga,
342445,6.919,37.529,ET,Bale Hawassa,
342884,11.59364,37.39077,ET,Bahir Dar,巴赫達爾
343137,7.06205,38.47635,ET,Awasa,
343292,10.06667,34.53333,ET,Āsosa,
344979,9.02497,38.74689,ET,Addis Ababa,阿迪斯阿貝巴
6913519,11.79342,41.00578,ET,Samara,
7910079,6.86,37.76159,ET,Sodo,
8643798,7.3547,38.67465,ET,Arsi Negele,
13308373,6.92969,38.12513,ET,Dimtu,
13308374,6.8773,37.93619,ET,Badessa,
13308375,7.13799,37.58195,ET,Bombe,
13308376,6.92471,37.65263,ET,Gununo,
13308383,6.70608,37.76966,ET,Tebela,
13308387,7.02355,37.86084,ET,Shanto,
630752,61.55632,23.59606,FI,Ylöjärvi,
630768,64.08333,24.55,FI,Ylivieska,
631254,63.13607,22.25223,FI,Vörå,
631376,62.24759,23.78004,FI,Virrat,維拉特
631459,62.02121,24.50483,FI,Vilppula,
631560,63.06667,25.86667,FI,Viitasaari,維塔薩里
631707,60.41699,24.31965,FI,Vihti,維赫蒂
632370,62.31533,27.873,FI,Varkaus,瓦爾考斯
632453,60.29414,25.04099,FI,Vantaa,万塔
632542,61.33333,22.9,FI,Vammala,瓦马拉
632672,61.26421,24.03122,FI,Valkeakoski,瓦爾凱阿科斯基
632978,63.096,21.61577,FI,Vaasa,瓦萨
633221,60.80043,21.40841,FI,Uusikaupunki,新考蓬基
633395,61.42844,21.87103,FI,Ulvila,烏爾維拉
633541,64.76469,25.6523,FI,Tyrnävä,
633591,60.40368,25.02638,FI,Tuusula,图苏拉
633679,60.45148,22.26869,FI,Turku,圖爾庫
634093,65.84811,24.14662,FI,Tornio,托尔尼奥
634963,61.49911,23.78712,FI,Tampere,坦佩雷
634992,60.81035,23.76823,FI,Tammela,
635692,62.61667,27.13333,FI,Suonenjoki,
635696,64.88685,28.90778,FI,Suomussalmi,苏奥穆斯萨尔米
636173,64.13333,28.41667,FI,Sotkamo,索特卡莫
636345,60.61667,23.53333,FI,Somero,索梅羅
636464,67.41667,26.6,FI,Sodankylä,索丹屈莱
636608,60.13862,24.22715,FI,Siuntio,
636947,63.08333,27.66667,FI,Siilinjärvi,錫林耶爾維
637035,63.9,24.5,FI,Sievi,
637067,60.37752,25.26906,FI,Sibbo,
637219,62.79446,22.82822,FI,Seinäjoki,塞伊奈约基
637292,61.8699,28.87999,FI,Savonlinna,萨翁林纳
637948,60.38333,23.13333,FI,Salo,萨洛
638104,61.03333,22.33333,FI,Säkylä,
638321,62.70486,25.25396,FI,Saarijärvi,薩里耶爾維
638670,60.53333,22.21667,FI,Rusko,
638936,66.49897,25.68867,FI,Rovaniemi,罗瓦涅米
639406,60.73769,24.77726,FI,Riihimäki,里希邁基
639734,61.12724,21.51127,FI,Rauma,劳马
640124,60.48592,22.16895,FI,Raisio,拉伊西奧
640276,64.68333,24.48333,FI,Raahe,拉赫
640398,62.43333,29.96667,FI,Pyhäselkä,
640803,65.38333,26.91667,FI,Pudasjärvi,普達斯耶爾維
640999,61.48072,21.78518,FI,Pori,波里
641489,61.46125,23.63228,FI,Pirkkala,
641651,60.42481,22.51601,FI,Piikkiö,
641861,63.23333,26.75,FI,Pielavesi,
641869,62.3,27.13333,FI,Pieksämäki,皮耶克赛迈基
642113,60.2,23.13333,FI,Perniö,
642455,63.65,22.68333,FI,Pedersöre,佩代爾瑟雷
642657,62.01667,23.01667,FI,Parkano,帕爾卡諾
642673,60.30672,22.30097,FI,Pargas,
642976,61.33424,24.27197,FI,Pälkäne,派爾凱內
643153,60.45671,22.68694,FI,Paimio,帕伊米奧
643453,62.72685,29.01592,FI,Outokumpu,歐托昆普
643492,65.01236,25.46816,FI,Oulu,奥卢
643497,64.26667,24.8,FI,Oulainen,
643629,61.67766,24.3572,FI,Orivesi,奧里韋西
643644,60.80487,25.72964,FI,Orimattila,奧里馬蒂拉
644100,63.52277,22.53073,FI,Nykarleby,新卡勒比
644171,60.46407,24.8073,FI,Nurmijärvi,努爾米耶爾維
644187,63.54205,29.13965,FI,Nurmes,努爾梅斯
644450,61.46667,23.5,FI,Nokia,诺基亚
644499,63.91667,24.96667,FI,Nivala,
645081,62.47283,21.33707,FI,Närpes,奈爾珀斯
645211,60.46744,22.02428,FI,Naantali,
645243,60.67915,21.99274,FI,Mynämäki,
645385,62.13333,25.66667,FI,Muurame,
646005,61.68857,27.27227,FI,Mikkeli,米凱利
646486,60.57082,22.09883,FI,Masku,
646699,61.41667,26.88333,FI,Mäntyharju,
646705,62.03014,24.62791,FI,Mänttä,
646723,60.63333,25.31667,FI,Mäntsälä,曼采萊
646875,62.94225,21.57311,FI,Malax,
647571,60.45659,26.22505,FI,Lovisa,
647660,60.71667,24.45,FI,Loppi,
647731,60.84972,23.0561,FI,Loimaa,洛伊馬
647751,60.24859,24.06534,FI,Lohja,洛赫亞
647851,62.53333,29.36667,FI,Liperi,利佩里
647930,64.80985,25.41545,FI,Liminka,
648056,60.51032,22.46176,FI,Lieto,
648090,63.31667,30.01667,FI,Lieksa,列克薩
648227,62.49009,27.78262,FI,Leppävirta,
648366,61.31667,23.75,FI,Lempäälä,倫派萊
648738,62.41407,25.95194,FI,Laukaa,勞卡
648847,63.75388,22.74728,FI,Larsmo,
648855,62.96927,23.0088,FI,Lapua,拉普阿
648900,61.05871,28.18871,FI,Lappeenranta,拉普兰大
648953,63.36667,27.4,FI,Lapinlahti,
649223,61.08333,25.01667,FI,Lammi,
649302,60.87575,21.69765,FI,Laitila,
649348,62.97609,22.01143,FI,Laihia,
649360,60.98267,25.66151,FI,Lahti,拉赫蒂
649630,60.12381,24.43853,FI,Kirkkonummi,基爾科努米
649924,65.96447,29.18878,FI,Kuusamo,庫薩莫
650095,62.61667,22.41667,FI,Kurikka,
650224,62.89238,27.67703,FI,Kuopio,庫奧皮奧
650705,64.13333,29.51667,FI,Kuhmo,庫赫莫
650754,63.72859,23.03387,FI,Kronoby,克羅諾比
650769,62.27429,21.37596,FI,Kristinestad,克里斯蒂娜城
650859,60.86667,26.7,FI,Kouvola,科沃拉
650946,60.4664,26.94582,FI,Kotka,科特卡
651350,62.01667,25.55,FI,Korpilahti,
651659,62.76023,29.84711,FI,Kontiolahti,孔蒂奧拉赫蒂
651943,63.83847,23.13066,FI,Kokkola,科科拉
651980,61.25647,22.35643,FI,Kokemäki,科凱邁基
652559,63.65,26.61667,FI,Kiuruvesi,
652590,67.66474,24.89356,FI,Kittilä,基蒂莱
652615,62.1,30.15,FI,Kitee,基泰
652977,62.26667,24.7,FI,Keuruu,凱烏魯
653185,60.40338,25.105,FI,Kerava,凱拉瓦
653252,64.91314,25.50339,FI,Kempele,
653272,66.71309,27.43056,FI,Kemijärvi,凱米耶爾維
653280,65.80158,24.54483,FI,Keminmaa,
653281,65.73641,24.56371,FI,Kemi,凯米
653559,60.21209,24.72756,FI,Kauniainen,考尼艾寧
653616,63.10299,23.07129,FI,Kauhava,考哈瓦
653627,62.43333,22.18333,FI,Kauhajoki,考哈约基
653960,60.53418,24.20977,FI,Karkkila,卡爾基拉
654314,63.9,23.9,FI,Kannus,
654363,61.8,22.41667,FI,Kankaanpää,坎康佩
654405,61.99357,26.64785,FI,Kangasniemi,
654440,61.46383,24.07602,FI,Kangasala,坎加薩拉
654837,64.25,23.95,FI,Kalajoki,卡拉約基
654899,64.22728,27.72846,FI,Kajaani,卡亚尼
655130,60.40724,22.36904,FI,Kaarina,
655194,62.24147,25.72088,FI,Jyväskylä,于韦斯屈莱
655253,61.9,27.85,FI,Juva,尤瓦
655626,62.17823,27.83165,FI,Joroinen,
655808,62.60118,29.76316,FI,Joensuu,约恩苏
655958,60.47369,25.08992,FI,Järvenpää,耶爾文佩
656073,60.9,24.6,FI,Janakkala,亞維卡拉
656076,61.919,25.17011,FI,Jämsänkoski,
656083,61.8642,25.19002,FI,Jämsä,耶姆賽
656130,63.67486,22.70256,FI,Jakobstad,雅各布斯塔德
656652,60.04587,24.00459,FI,Ingå,因加
656657,68.90596,27.02881,FI,Inari,
656688,61.17185,28.75242,FI,Imatra,伊馬特拉
656739,62.73333,22.56667,FI,Ilmajoki,
656789,61.76951,23.0658,FI,Ikaalinen,伊卡利寧
656807,60.89488,26.33869,FI,Iitti,
656820,63.55915,27.19067,FI,Iisalmi,伊薩爾米
656851,65.31735,25.3731,FI,Ii,伊鎮
656913,60.63333,24.86667,FI,Hyvinge,
657180,61.18333,22.7,FI,Huittinen,胡伊蒂寧
657530,61.05,25.43333,FI,Hollola,
658225,60.16952,24.93545,FI,Helsinki,赫尔辛基
658288,61.20564,26.03811,FI,Heinola,
658581,60.78333,24.93333,FI,Hausjärvi,
658921,61.31667,22.13333,FI,Harjavalta,
659101,59.83333,22.95,FI,Hanko,汉科
659169,60.56974,27.19794,FI,Hamina,哈米納
659180,60.99596,24.46434,FI,Hämeenlinna,海门林纳
659184,61.63913,23.19531,FI,Hämeenkyrö,海門屈勒
659350,60.4,23.08333,FI,Halikko,
659554,64.13333,25.36667,FI,Haapavesi,哈帕韋西
659681,63.75,25.33333,FI,Haapajärvi,
659935,60.81462,23.62146,FI,Forssa,福爾薩
660073,61.2,21.73333,FI,Eurajoki,
660077,61.13333,22.13333,FI,Eura,
660158,60.2052,24.6522,FI,Espoo,埃斯波
660294,60.71667,26.46667,FI,Elimäki,
660325,59.97359,23.43389,FI,Ekenäs,
660561,60.39233,25.66507,FI,Porvoo,波爾沃
660949,61.21667,25.5,FI,Asikkala,
661352,62.58333,23.61667,FI,Alavus,
661576,63,23.81667,FI,Alajärvi,阿拉耶爾維
661896,62.55403,24.06186,FI,Ähtäri,艾赫泰里
662095,62.6,25.73333,FI,Äänekoski,艾內科斯基
2198148,-18.13683,178.42531,FJ,Suva,蘇瓦
2204417,-18.06667,179.31667,FJ,Levuka,
2204506,-17.61686,177.45049,FJ,Lautoka,劳托卡
2204582,-16.4332,179.36451,FJ,Labasa,
2205310,-12.5,177.05,FJ,Ahau,
8335413,-17.5343,177.67407,FJ,Ba,
3426691,-51.69382,-57.85701,FK,Stanley,斯坦利
2081114,7.44648,151.84135,FM,Weno,維諾
2081342,5.32479,163.00781,FM,Tofol,
2081986,6.92477,158.16109,FM,Palikir,帕利基尔
4043034,6.964,158.2062,FM,Kolonia,
7648112,9.51638,138.12167,FM,Colonia,
2611060,61.55557,-6.81109,FO,Tvøroyri,
2611396,62.00973,-6.77164,FO,Tórshavn,托爾斯港
2614212,61.8425,-6.80778,FO,Sandur,
2616914,62.05111,-7.19389,FO,Miðvágur,
2618795,62.22655,-6.58901,FO,Klaksvík,克拉克斯维克
2621808,62.24398,-6.81395,FO,Fuglafjørður,
2967108,45.12764,-0.66225,FR,Blaye,布莱
2967203,45.14282,4.12372,FR,Yssingeaux,伊桑若
2967325,49.03708,7.94548,FR,Wissembourg,维桑堡
2967856,48.72472,4.58439,FR,Vitry-le-François,维特里勒弗朗索瓦
2967972,48.83849,-0.88929,FR,Vire,维尔
2968515,44.40854,0.70415,FR,Villeneuve-sur-Lot,洛特河畔新城
2968748,45.98967,4.71961,FR,Villefranche-sur-Saône,
2968755,44.35166,2.03702,FR,Villefranche-de-Rouergue,鲁埃格自由城
2969257,47.22186,2.0684,FR,Vierzon,维耶尔宗
2969284,45.52569,4.87484,FR,Vienne,
2969392,46.12709,3.42577,FR,Vichy,维琪
2969562,47.62604,6.14251,FR,Vesoul,沃苏勒
2969679,48.80359,2.13424,FR,Versailles,
2969958,49.15964,5.3829,FR,Verdun,凡尔登
2970110,47.79292,1.06556,FR,Vendôme,旺多姆
2970777,47.65688,-2.76205,FR,Vannes,瓦讷
2971041,50.35909,3.52506,FR,Valenciennes,瓦朗謝訥
2971053,44.9256,4.90956,FR,Valence,
2971298,45.54804,2.30917,FR,Ussel,
2971482,45.26582,1.77233,FR,Tulle,蒂勒
2971549,48.30073,4.08524,FR,Troyes,特鲁瓦
2972191,47.39484,0.70398,FR,Tours,图尔
2972214,45.06667,4.83333,FR,Tournon-sur-Rhône,罗讷河畔图尔农
2972315,43.60426,1.44367,FR,Toulouse,圖盧茲
2972328,43.12442,5.92836,FR,Toulon,土伦
2972350,48.68075,5.89115,FR,Toul,图勒
2972444,48.85064,2.65078,FR,Torcy,
2972742,46.37049,6.47985,FR,Thonon-les-Bains,
2972811,49.35994,6.16044,FR,Thionville,蒂永维尔
2972857,45.85654,3.54758,FR,Thiers,
2973013,47.80789,7.10301,FR,Thann,
2973385,43.23407,0.07139,FR,Tarbes,塔布
2973783,48.58392,7.74553,FR,Strasbourg,斯特拉斯堡
2974389,49.38167,3.32361,FR,Soissons,苏瓦松
2975050,48.19738,3.28328,FR,Sens,
2975088,49.20724,2.58661,FR,Senlis,
2975233,48.26195,7.4489,FR,Sélestat,塞莱斯塔
2975314,47.68672,-0.87268,FR,Segré,塞格雷
2975349,49.70187,4.94028,FR,Sedan,
2975588,48.74164,7.36221,FR,Saverne,萨韦尔恩
2975758,47.25931,-0.07808,FR,Saumur,索米尔
2975964,49.10995,7.06747,FR,Sarreguemines,萨尔格米纳
2975967,48.73558,7.0572,FR,Sarrebourg,萨尔雷布尔
2976007,44.88902,1.21656,FR,Sarlat-la-Canéda,萨拉拉卡内达
2976043,48.99739,2.37821,FR,Sarcelles,薩爾塞勒
2977295,49.84889,3.28757,FR,Saint-Quentin,
2977845,50.74834,2.26091,FR,Saint-Omer,
2977921,47.27506,-2.2179,FR,Saint-Nazaire,圣纳泽尔
2978640,48.64738,-2.00877,FR,Saint-Malo,圣马洛
2978758,49.11624,-1.09031,FR,Saint-Lô,圣洛
2979072,46.14434,6.08256,FR,Saint-Julien-en-Genevois,
2979303,45.27534,6.35293,FR,Saint-Jean-de-Maurienne,
2979363,45.94408,-0.52133,FR,Saint-Jean-d'Angély,圣让当热利
2979657,42.98491,1.14587,FR,Saint-Girons,
2979783,48.89643,2.0904,FR,Saint-Germain-en-Laye,圣日耳曼昂莱
2980045,43.10813,0.72318,FR,Saint-Gaudens,
2980104,45.03374,3.09297,FR,Saint-Flour,
2980291,45.43389,4.39,FR,Saint-Étienne,圣艾蒂安
2980340,45.74742,-0.63489,FR,Saintes,
2980400,49.09008,4.89733,FR,Sainte-Menehould,圣梅内乌尔德
2980816,48.63773,4.94892,FR,Saint-Dizier,聖迪濟耶
2980827,48.28429,6.94921,FR,Saint-Dié-des-Vosges,孚日圣迪耶
2980916,48.93564,2.35387,FR,Saint-Denis,聖但尼
2981077,46.38679,5.86473,FR,Saint-Claude,
2981280,48.51513,-2.76838,FR,Saint-Brieuc,圣布里厄
2981837,46.72284,2.50494,FR,Saint-Amand-Montrond,圣阿芒蒙特龙
2982652,49.44313,1.09932,FR,Rouen,鲁昂
2982967,47.36667,1.75,FR,Romorantin-Lanthenay,罗莫朗坦朗特奈
2983154,44.35258,2.57338,FR,Rodez,罗德兹
2983276,45.94304,-0.96774,FR,Rochefort,羅什福爾
2983362,46.03624,4.06802,FR,Roanne,罗阿讷
2983489,45.89362,3.11264,FR,Riom,里永
2983891,49.50979,4.3674,FR,Rethel,勒泰勒
2983990,48.11109,-1.67431,FR,Rennes,雷恩
2984114,49.26526,4.02853,FR,Reims,兰斯
2984192,47.65165,-2.08421,FR,Redon,
2984513,48.64374,1.82992,FR,Rambouillet,朗布依埃
2984701,47.99597,-4.09795,FR,Quimper,坎佩尔
2985229,48.55897,3.29939,FR,Provins,普罗万
2985290,44.735,4.59918,FR,Privas,普里瓦
2985653,42.61755,2.42177,FR,Prades,
2986140,49.05,2.1,FR,Pontoise,蓬图瓦兹
2986160,48.06835,-2.96645,FR,Pontivy,蓬蒂维
2986302,46.90347,6.35542,FR,Pontarlier,蓬塔尔利耶
2986495,46.58261,0.34348,FR,Poitiers,普瓦捷
2987003,48.17185,2.25185,FR,Pithiviers,皮蒂维耶
2987914,42.69764,2.89541,FR,Perpignan,佩皮尼昂
2987928,49.93218,2.9363,FR,Péronne,
2987967,45.18691,0.71439,FR,Périgueux,佩里格
2988358,43.31117,-0.35583,FR,Pau,
2988447,46.64832,-0.24672,FR,Parthenay,帕爾特奈
2988507,48.85341,2.3488,FR,Paris,巴黎
2988670,43.1165,1.61079,FR,Pamiers,帕米耶
2988758,48.71828,2.2498,FR,Palaiseau,帕莱索
2989317,47.90248,1.90407,FR,Orléans,奥尔良
2989569,43.19441,-0.61069,FR,Oloron-Sainte-Marie,奥洛龙-圣玛丽
2989819,44.36082,5.14052,FR,Nyons,尼永斯
2990263,48.49372,3.50262,FR,Nogent-sur-Seine,塞纳河畔诺让
2990265,48.83669,2.48255,FR,Nogent-sur-Marne,马恩河畔诺让
2990272,48.32157,0.82177,FR,Nogent-le-Rotrou,诺让莱罗特鲁
2990355,46.32313,-0.45877,FR,Niort,尼奥尔
2990363,43.83665,4.35788,FR,Nîmes,尼姆
2990440,43.70313,7.26608,FR,Nice,尼斯
2990474,46.98956,3.159,FR,Nevers,讷韦尔
2990682,48.35557,5.69602,FR,Neufchâteau,
2990780,44.13597,0.33844,FR,Nérac,内拉克
2990919,43.18396,3.00141,FR,Narbonne,纳博讷
2990969,47.21725,-1.55336,FR,Nantes,南特
2990970,48.89198,2.20675,FR,Nanterre,楠泰尔
2990999,48.68439,6.18496,FR,Nancy,南希
2991153,43.45998,1.32541,FR,Muret,米雷
2991214,47.75205,7.32866,FR,Mulhouse,米卢斯
2991481,46.56459,3.33243,FR,Moulins,
2991772,48.57784,-3.82792,FR,Morlaix,莫尔莱
2992166,43.61093,3.87635,FR,Montpellier,蒙彼利埃
2992225,46.42645,0.86963,FR,Montmorillon,蒙特莫里隆
2992292,46.34015,2.60254,FR,Montluçon,蒙吕松
2992760,49.648,2.56991,FR,Montdidier,
2992771,43.89022,-0.49713,FR,Mont-de-Marsan,蒙德马桑
2992890,45.60752,4.06525,FR,Montbrison,
2992938,47.50957,6.79823,FR,Montbéliard,蒙贝利亚尔
2992953,47.62294,4.337,FR,Montbard,蒙巴尔
2993002,44.01759,1.3542,FR,Montauban,蒙托邦
2993024,47.99696,2.73261,FR,Montargis,蒙塔日
2993476,48.54042,7.49199,FR,Molsheim,莫尔塞姆
2993875,44.09973,3.07848,FR,Millau,米约
2994160,49.11911,6.17269,FR,Metz,梅斯
2994617,44.52161,3.49978,FR,Mende,
2994651,48.5457,2.65356,FR,Melun,默伦
2994798,48.96014,2.87885,FR,Meaux,莫城
2994935,48.30337,-0.61383,FR,Mayenne,
2995469,43.29695,5.38107,FR,Marseille,马赛
2995642,44.50361,0.16546,FR,Marmande,马尔芒德
2996148,48.99048,1.7167,FR,Mantes-la-Jolie,
2996291,48.35043,0.36935,FR,Mamers,
2996882,46.31407,4.82823,FR,Mâcon,马孔
2996944,45.74906,4.84789,FR,Lyon,里昂
2997076,47.68294,6.49658,FR,Lure,
2997110,48.59273,6.49383,FR,Lunéville,吕内维尔
2997439,46.62637,5.22468,FR,Louhans,盧昂
2997577,47.74817,-3.37177,FR,Lorient,洛里昂
2997626,46.67535,5.55575,FR,Lons-le-Saunier,隆勒索涅
2997936,43.73178,3.31959,FR,Lodève,洛代夫
2997996,47.12858,0.99522,FR,Loches,洛什
2998150,49.1466,0.22925,FR,Lisieux,利雪
2998264,43.05487,2.22173,FR,Limoux,利穆
2998286,45.83362,1.24759,FR,Limoges,里蒙
2998324,50.63391,3.05512,FR,Lille,里尔
2998517,44.91449,-0.24186,FR,Libourne,利布爾訥
2998632,48.77935,2.33729,FR,L'Haÿ-les-Roses,
2999683,46.49687,-1.7847,FR,Les Sables-d'Olonne,莱萨布勒多洛讷
3000072,45.30709,-0.93793,FR,Lesparre-Médoc,莱斯帕尔梅多克
3002172,49.24557,1.41168,FR,Les Andelys,莱桑代利
3002401,48.89916,2.52298,FR,Le Raincy,
3002465,45.04366,3.88523,FR,Le Puy-en-Velay,勒皮
3003093,50.43302,2.82791,FR,Lens,
3003603,48.0021,0.20251,FR,Le Mans,勒芒
3003796,49.49346,0.10785,FR,Le Havre,勒阿弗尔
3005270,46.63371,1.06272,FR,Le Blanc,
3005866,48.07247,-0.77019,FR,Laval,
3006202,45.566,5.44487,FR,La Tour-du-Pin,拉图迪潘
3006767,46.66974,-1.42757,FR,La Roche-sur-Yon,永河畔拉罗什
3006787,46.16308,-1.15222,FR,La Rochelle,拉罗歇尔
3007477,49.5631,3.62714,FR,Laon,拉昂
3007609,48.73264,-3.45657,FR,Lannion,拉尼翁
3007680,47.86263,5.33308,FR,Langres,朗格勒
